순번,침수 원인(FLUD_CAUSE),침수 지구 명(F_DSTRC_NM),침수 재해 명(F_DSSTR_NM),침수 원인 상세(F_CUE_DTL),행정구역 코드(ADM_CD),침수위(FLUD_WAL),Latitude,Longitude
20003,2,제주시 한경면 고산리일원 (제주_제5지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 제주시 한경면 고산리,0.25M,33.3040691,126.1881455
20004,2,제주시 한경면 고산리일원 (제주_제6지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 제주시 한경면 고산리,0.25M,33.3040691,126.1881455
20005,2,제주시 한경면 청수리일원 (제주_제7지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 제주시 한경면,0.25M,33.3501173,126.184217
20006,2,제주시 한경면 청수리일원 (제주_제8지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 제주시 한경면 청수리,0.25M,33.3125003,126.2519335
20007,2,제주시 구좌읍 송당리일원 (제주_제9지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 제주시 구좌읍,0.25M,33.5225711,126.8520445
20008,2,서귀포시 대정읍 신도리일원 (제주_제10지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 서귀포시 대정읍 신도리,0.25M,33.2824865,126.1886461
20009,2,서귀포시 대정읍 무릉리일원 (제주_제11지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 서귀포시 대정읍,0.25M,33.2268151,126.2522254
20010,2,서귀포시 대정읍 무릉리일원 (제주_제12지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 서귀포시 대정읍 무릉리,0.25M,33.270264,126.2004199
20011,2,서귀포시 대정읍 무릉리일원 (제주_제13지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 서귀포시 대정읍,0.25M,33.2268151,126.2522254
20012,2,서귀포시 대정읍 무릉리일원 (제주_제14지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 서귀포시 대정읍 무릉리,0.25M,33.270264,126.2004199
20013,2,서귀포시 대정읍 보성리일원 (제주_제15지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 서귀포시 대정읍,0.25M,33.2268151,126.2522254
20014,2,서귀포시 표선면 성읍리일원 (제주_제16지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 서귀포시 표선면 성읍리,0.25M,33.4112985,126.7819256
20015,2,제주시 외도1동일원 (제주_서부1지구),태풍나리 및 집중호우,상류지역 우수유입,제주특별자치도 제주시 외도일동,0.3M,33.4830283,126.4290554
20016,1,제주시 외도1_2동_내도동일원 (제주_서부2지구),태풍나리 및 집중호우,하천범람,제주특별자치도 제주시 외도일동,0.33M,33.4830283,126.4290554
20017,2,제주시 내도동_이호1동일원 (제주_서부3지구),태풍나리 및 집중호우,도로변 우수유입,제주특별자치도 제주시 내도동,0.47M,33.4911059,126.4424507
20018,2,제주시 이호2동일원 (제주_서부4지구),태풍나리 및 집중호우,상류지역 우수유입,제주특별자치도 제주시 이호이동,0.47M,33.4918162,126.4605879
20019,2,제주시 이호1동일원 (제주_서부5지구),태풍나리 및 집중호우,도로변 우수유입,제주특별자치도 제주시 이호일동,0.47M,33.5002085,126.4596816
20020,2,제주시 도두1_2동일원 (제주_서부6지구),태풍나리 및 집중호우,도로변 우수유입,제주특별자치도 제주시 도두일동,0.25M,33.500359,126.4729644
20021,2,제주시 도두1동일원 (제주_서부7지구),태풍나리 및 집중호우,상류지역 우수유입,제주특별자치도 제주시 도두일동,0.25M,33.500359,126.4729644
20022,1,제주시 도두2동일원 (제주_서부8지구),태풍나리 및 집중호우,배수시설 미비로 인한 침수,제주특별자치도 제주시 도두이동,0.25M,33.5037584,126.4841262
20023,2,제주시 도평동일원 (제주_서부9지구),태풍나리 및 집중호우,하천범람,제주특별자치도 제주시 도평동,0.84M,33.4764446,126.45143
20024,1,제주시 용담2동일원 (제주_중부1지구),태풍나리 및 집중호우,배수시설 미비 및 가옥배수 원활하지 않음,제주특별자치도 제주시 용담이동,0.33M,33.5055121,126.4976769
20025,2,제주시 오라2동일원 (제주_중부2지구),태풍나리 및 집중호우,하천범람,제주특별자치도 제주시 오라이동,0.4M,33.4189867,126.5196085
20026,1,제주시 용담1_2동일원 (제주_중부3지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 용담일동,0.33M,33.5080556,126.5141439
20027,1,제주시 용담1동_삼도1동일원 (제주_중부4지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 용담일동,0.33M,33.5080556,126.5141439
20028,1,제주시 삼도2동일원 (제주_중부5지구),태풍나리 및 집중호우,복개하천 범람 및 우수유입,제주특별자치도 제주시 삼도이동,0.51M,33.5120344,126.5209341
20029,1,제주시 삼도1동_이도2동일원 (제주_중부6지구),태풍나리 및 집중호우,복개하천 범람 및 우수유입,제주특별자치도 제주시 삼도일동,0.8M,33.5013499,126.519915
20030,1,제주시 일도1동_건입동일원 (제주_중부7지구),태풍나리 및 우수유입,복개하천 범람 및 우수유입,제주특별자치도 제주시 일도일동,0.83M,33.5136957,126.5270964
20031,2,제주시 오라2동일원 (제주_중부8지구),태풍나리 및 집중호우,하천범람 우수유입,제주특별자치도 제주시 오라이동,0.4M,33.4189867,126.5196085
20032,2,제주시 오라2동일원 (제주_중부9지구),태풍나리 및 집중호우,하천범람,제주특별자치도 제주시 오라이동,0.4M,33.4189867,126.5196085
20033,2,제주시 도남동_오등동일원 (제주_중부10지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 도남동,0.41M,33.4876744,126.5244076
20034,2,제주시 오등동일원 (제주_중부11지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 오등동,0.43M,33.4426234,126.537055
20035,2,제주시 오등동일원 (제주_중부12지구),태풍나리 및 집중호우,우수유입에 의한 침수,제주특별자치도 제주시 오등동,0.43M,33.4426234,126.537055
20036,1,제주시 화북1동일원 (제주_동북부1지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 화북일동,0.65M,33.5188261,126.5637065
20037,2,제주시 화북2동일원 (제주_동북부2지구),태풍나리 및 집중호우,우수유입에 의한 침수,제주특별자치도 제주시 화북이동,0.65M,33.5035222,126.5648288
20038,2,제주시 이도2동_아라2동일원 (제주_동북부3지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 이도이동,0.5M,33.4977379,126.5374912
20039,2,제주시 화북2동일원 (제주_동북부4지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 화북이동,0.65M,33.5035222,126.5648288
20040,3,제주시 화북1_2동일원 (제주_동북부5지구),태풍나리 및 집중호우,상류 우수유입에 의한 침수,제주특별자치도 제주시 화북일동,0.65M,33.5188261,126.5637065
20041,2,제주시 화북2동일원 (제주_동북부6지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 화북이동,0.65M,33.5035222,126.5648288
20042,1,제주시 삼양2_3동일원 (제주_동북부7지구),태풍나리 및 집중호우,상류 우수유입에 의한 침수,제주특별자치도 제주시 삼양이동,0.53M,33.5209896,126.5838194
20043,2,제주시 도련1동일원 (제주_동북부8지구),태풍나리 및 집중호우,상류 우수유입에 의한 침수,제주특별자치도 제주시 도련일동,0.49M,33.5042129,126.5872568
20044,2,제주시 삼양1동일원 (제주_동북부9지구),태풍나리 및 집중호우,상류 우수유입에 의한 침수,제주특별자치도 제주시 삼양일동,0.53M,33.5307623,126.5956226
20045,2,제주시 삼양1동_도련1_2동일원 (제주_동북부10지구),태풍나리 및 집중호우,상류 우수유입에 의한 침수,제주특별자치도 제주시 삼양일동,0.49M,33.5307623,126.5956226
20046,2,제주시 삼양1동_도련2동_회천동일원 (제주_동북부11지,태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 삼양일동,0.49M,33.5307623,126.5956226
20047,2,제주시 회천동일원 (제주_동북부12지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 회천동,0.37M,33.4647845,126.6329231
20048,2,제주시 아라2동일원 (제주_동남부1지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 아라이동,0.5M,33.476097,126.5543009
20049,2,제주시 영평동일원 (제주_동남부2지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 영평동,0.46M,33.4241658,126.5769732
20050,2,제주시 영평동일원 (제주_동남부3지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 영평동,0.46M,33.4241658,126.5769732
20051,2,제주시 영평동_월평동일원 (제주_동남부4지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 영평동,0.46M,33.4241658,126.5769732
20052,2,제주시 월평동일원 (제주_동남부5지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 월평동,0.35M,33.4566549,126.5802359
20053,2,제주시 영평동_봉개동일원 (제주_동남부6지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 영평동,0.41M,33.4241658,126.5769732
20054,2,제주시 용강동일원 (제주_동남부7지구),태풍나리 및 집중호우,상류 우수유입에 따른 침수,제주특별자치도 제주시 용강동,0.32M,33.4516217,126.5956482
20055,2,제주시 용강동일원 (제주_동남부8지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 용강동,0.32M,33.4516217,126.5956482
20056,2,제주시 봉개동일원 (제주_동남부9지구),태풍나리 및 집중호우,상류 우수유입에 따른 침수,제주특별자치도 제주시 봉개동,0.41M,33.4560252,126.609871
20057,2,제주시 용강동_봉개동일원 (제주_동남부10지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 용강동,0.32M,33.4516217,126.5956482
20058,2,제주시 회천동일원 (제주_동남부11지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 회천동,0.37M,33.4647845,126.6329231
20059,2,제주시 회천동일원 (제주_동남부12지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 제주시 봉개동,0.37M,33.4560252,126.609871
20060,2,제주시 회천동일원 (제주_동남부13지구),태풍나리 및 집중호우,상류 우수유입에 따른 침수,제주특별자치도 제주시 회천동,0.37M,33.4647845,126.6329231
20061,2,제주시 회천동일원 (제주_동남부14지구),태풍나리 및 집중호우,상류 우수유입에 따른 침수,제주특별자치도 제주시 회천동,0.37M,33.4647845,126.6329231
20062,2,서귀포시 상예동일원 (서귀포_1지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 서귀포시 상예동,0.51M,33.2705522,126.3850633
20063,2,서귀포시 하원동일원 (서귀포_2지구),태풍나리 및 집중호우,하천범람 및 우수유입,제주특별자치도 서귀포시 하원동,0.33M,33.326215,126.4716831
20064,2,서귀포시 월평동일원 ( 서귀포_3지구),태풍나리 및 집중호우,상류 우수유입에 따른 침수,제주특별자치도 서귀포시 월평동,0.33M,33.2448623,126.4634696
20065,2,서귀포시 강정동일원 (서귀포_4지구),태풍나리 및 집중호우,상류 우수유입에 따른 침수,제주특별자치도 서귀포시 강정동,0.3M,33.2615636,126.49447
20066,2,서귀포시 강정동일원 (서귀포_5지구),태풍나리 및 집중호우,하천범람,제주특별자치도 서귀포시 강정동,0.3M,33.2615636,126.49447
20067,2,서귀포시 강정동일원 (서귀포_6지구),태풍나리 및 집중호우,하천범람,제주특별자치도 서귀포시 강정동,0.3M,33.2615636,126.49447
20068,2,서귀포시 강정동일원 (서귀포_7지구),태풍나리 및 집중호우,상류우수 유입에 의한 침수,제주특별자치도 서귀포시 강정동,0.3M,33.2615636,126.49447
20069,2,서귀포시 강정동일원 (서귀포_8지구),태풍나리 및 집중호우,하천범람,제주특별자치도 서귀포시 강정동,0.3M,33.2615636,126.49447
20070,2,서귀포시 강정동일원 (서귀포_9지구),태풍나리 및 집중호우,상류 우수유입에 따른 침수,제주특별자치도 서귀포시 강정동,0.3M,33.2615636,126.49447
20072,2,제주시 한경면 용수리일원 (제주_제4지구),6.30 집중호우 및 제 3호 테풍 에위니아,농경지 매몰 및 침수,제주특별자치도 제주시 한경면 용수리,0.43M,33.3227424,126.1818541
30500,2,대둔1지구,7월 집중호우,우수에 의한 내수침수,강원도 원주시 문막읍,49.5M,37.312596,127.8172289
30501,2,반계2지구,7월 집중호우,광범위한 지역으로부터 우수가 유입되어 내수에 의한 침수/ 농경지와 강바닥의 고저차이가 많이 나지 않아  강수위상승시 배수가 원활하지 못 함,강원도 원주시 문막읍 반계리,53.9M,37.2919813,127.7794553
30502,2,포진1지구,7월 집중호우,광범위한 지역으로부터 우수가 유입되어 내수에 의한 침수/ 배수관의 크기가 작아 원활한 배수가 이루어지지 못함,강원도 원주시 문막읍,56.9M,37.312596,127.8172289
30503,2,정산1지구,7월 집중호우,하천범람,강원도 원주시 부론면 정산리,49.4M,37.1863856,127.7846206
30504,2,흥호1지구,7월 집중호우,하천범람,강원도 원주시 부론면 흥호리,49.1M,37.2354584,127.7578704
30505,2,장양1지구,7월 집중호우,침수 지역이 섬강과 접해있는 지역으로/ 장마시 섬강수위상승   으로인해 우수의 원활한 배수가 잘 이루어지지 않음,강원도 원주시 소초면 장양리,94M,37.4162298,127.9608369
